"gid","gname","gring"
1373569,"j01_d20200204_t1255375_e1257020_b11466","0103000020E61000000100000007000000704221020EE26540C9AB730CC82E26408E06F01648986740BB421F2C635B2240AD86C43D964669403813D385588D1B401E8A027D221F6940EEE64E554648FE3FEC2FBB270F7467403727405E59931040AF08FEB792C2654011001C7BF63C1840704221020EE26540C9AB730CC82E2640"
1373569,"j01_d20200204_t1255375_e1257020_b11466","0103000020E61000000100000007000000A7CB6262F3E1654048A30227DB3026407FD93D79589867401E537765175C22406631B1F9B846694072022E2350901B405305A3923A1F6940F25190E91A37FE3FFEB7921D1B746740157AB3BC61911040C6BFCFB870C265407CAFC67EBB391840A7CB6262F3E1654048A30227DB302640"
1373533,"j01_d20200204_t1257033_e1258278_b11466","0103000020E61000000100000007000000F5F3A62215BD6540E00F3FFF3D9018407AC7293A92906740D5CA845FEAF70F40410E4A9869CB6940C49CFB068110F13FDF15C1FF56A969408DC41561D42F0EC0B2463D44A36C67403781334289A0F0BFF38E5374249B65406C5622F543D1F33FF5F3A62215BD6540E00F3FFF3D901840"
1373533,"j01_d20200204_t1257033_e1258278_b11466","0103000020E61000000100000007000000390B7BDAE1C265409578E51F22B218404417D4B7CC736740ED1F555E3C8D1040164D6727831F6940020C70E6FC090040C746205ED7FB6840A0A4C002981208C059DDEA39E94F674049B1ABE2F0B6ECBFB398D87C5CA0654033DA4F6B3F7EF23F390B7BDAE1C265409578E51F22B21840"
1373533,"j01_d20200204_t1257033_e1258278_b11466","0103000020E6100000010000000700000052616C21C8C26540CC56A87F5AB61840AD342905DD73674040999020A68E1040ED2AA4FCA41F69403E59315C1D100040446E861BF0FB6840A5F386A00F1B08C0E2AFC91AF54F6740A0F6429EB0C6ECBF83A3E4D539A065408B6CE7FBA971F23F52616C21C8C26540CC56A87F5AB61840"
1374043,"j01_d20200204_t1258290_e1259536_b11466","0103000020E6100000010000000700000027BD6F7CED9A6540B3A08BE145DAF33FECFA05BB616C6740977CA2A135B5F0BFD50968226CA96940CE1B2785799F0DC042EC4CA1F38B69401FBFB7E9CF1E21C05D33F9669B4867407B134372325118C0E449D23593756540CEE0EF17B3250DC027BD6F7CED9A6540B3A08BE145DAF33F"
1374043,"j01_d20200204_t1258290_e1259536_b11466","0103000020E6100000010000000700000027BD6F7CED9A6540B3A08BE145DAF33FECFA05BB616C6740977CA2A135B5F0BFD50968226CA96940CE1B2785799F0DC042EC4CA1F38B69401FBFB7E9CF1E21C05D33F9669B4867407B134372325118C0E449D23593756540CEE0EF17B3250DC027BD6F7CED9A6540B3A08BE145DAF33F"
1376751,"j01_d20200204_t1259548_e1301175_b11466","0103000020E610000001000000070000005F24B4E55C75654077C883E3E8200DC03108AC1C5A48674088403F9D3C5618C000000000008C69407FDFBF7971FA20C0E71DA7E848736940BB473657CD832AC0C976BE9F1A256740FB2477D8440626C0C3B645990D4D65407F164B917CCD20C05F24B4E55C75654077C883E3E8200DC0"
1422957,"j01_d20200205_t1054183_e1055411_b11479","0103000020E610000001000000070000009AB67F65A54F63C01155F833BCA12B40164D6727837161C0041BD7BFEBB727401B0DE02D90625EC0465C001AA5EB2040E38DCC237FB45EC0941799805F130E4076FD82DDB09561C0A3EC889EEFBA1B40E0675C38106C63C0DC476E4DBAFD21409AB67F65A54F63C01155F833BCA12B40"
1422957,"j01_d20200205_t1054183_e1055411_b11479","0103000020E6100000010000000700000076711B0DE04963C02EC6C03A8EB72B40D4D4B2B5BE8E61C0564ACFF412032840C9022670EBBA5FC00FED6305BF3D23404CE0D6DD3C0660C0DE5A26C3F1EC12406B60AB048BB261C095B7239C164C1C40AD342905DD6663C02E8F352383D4214076711B0DE04963C02EC6C03A8EB72B40"
1422957,"j01_d20200205_t1054183_e1055411_b11479","0103000020E6100000010000000700000054E3A59BC44963C0D7F9B7CB7EB52B40D712F241CF8E61C0B80721205F022840B745990D32BB5FC00403081F4A3C23405E85949F540660C0B37279BD45F112408F53742497B261C0ED4960730E4E1C40B28009DCBA6663C0751F80D426D6214054E3A59BC44963C0D7F9B7CB7EB52B40"
1419899,"j01_d20200205_t1055423_e1057068_b11479","0103000020E61000000100000007000000BF4351A04F6C63C02A1C412AC5FE214024B9FC87F49561C0B2857BC097B51B402AA913D044B45EC01895D40968A20E40F5DBD78173FE5EC04761CDB7F4DEEFBF50C763062ABA61C0CD0CD1D7E249FE3F1CD31396788C63C0CD7344BE4B591040BF4351A04F6C63C02A1C412AC5FE2140"
1419899,"j01_d20200205_t1055423_e1057068_b11479","0103000020E610000001000000070000006AFB57569A6663C092088D60E3122240A453573ECBB261C0C2F9D4B14A491C40A2D11DC4CE0560C065C22FF5F366134058CA32C4B12B60C089C299252278C4BF74D2FBC6D7D661C0175D83633B440040D1CB28965B8763C07D5D86FF740310406AFB57569A6663C092088D60E3122240"
1419899,"j01_d20200205_t1055423_e1057068_b11479","0103000020E610000001000000070000004D10751F806663C0EBE5779ACC1022409626A5A0DBB261C05D29159EE1471C40AEF02E17F10560C0024BAE62F16313409FB0C403CA2B60C04C97B4988EEFC3BF865AD3BCE3D661C0798890042B480040C5AC1743398763C023580BA2A40610404D10751F806663C0EBE5779ACC102240"
1418193,"j01_d20200205_t1057081_e1058326_b11479","0103000020E61000000100000007000000EF2076A6D08663C0B2086A9D5D7B10400057B26323D761C01FC5EF5CCE3B0040115322895E2B60C01A20EAA12A64A6BF8B89CDC7B54D60C0874ECFBBB14014C0CEDF844204FB61C0F7578FFB560B08C0CDCCCCCCCCAA63C01C91527DA57BECBFEF2076A6D08663C0B2086A9D5D7B1040"
1418193,"j01_d20200205_t1057081_e1058326_b11479","0103000020E61000000100000007000000293FA9F6E98663C0E5F626E19D7F1040A9A44E4013D761C03082C64CA23E00404CE0D6DD3C2B60C04DDF84A52ED7A4BF516B9A779C4D60C066D993C0E64414C034A2B437F8FA61C07C11C880470F08C08577B988EFAA63C0D0D1AA967494ECBF293FA9F6E98663C0E5F626E19D7F1040"
1418193,"j01_d20200205_t1057081_e1058326_b11479","0103000020E61000000100000007000000462575029A8C63C05460B7BEFE5A1040D68BA19C68BA61C0EA4207B87B34FE3F64E94317D4FD5EC01184541F82A9EDBF6DC5FEB27B3E5FC08C35B79D111817C04CE0D6DD3CDE61C03855AD3BCC2D09C0D2E3F736FDAF63C047E3F50599C9E9BF462575029A8C63C05460B7BEFE5A1040"
1418119,"j01_d20200205_t1058338_e1059583_b11479","0103000020E610000001000000070000004A0C022B87AA63C0C9491751C9AFE8BFAE9E93DE37FB61C01CAB39E5761408C0632827DA554D60C01768D201A4C913C003098A1F636C60C066D993C0E6F823C0DCF4673F521F62C0A647533D991720C089D2DEE00BD263C0E2B19FC5521417C04A0C022B87AA63C0C9491751C9AFE8BF"
1418119,"j01_d20200205_t1058338_e1059583_b11479","0103000020E61000000100000007000000452FA3586EAA63C0F0CC1D605AD2E8BF8E06F01648FB61C0FD3F98254B1708C01630815B774D60C099B44E01D5CC13C01FF46C567D6C60C0821C9430D3F623C0FFE7305F5E1F62C0F16261889C1620C0EE5A423EE8D163C031D120054F1117C0452FA3586EAA63C0F0CC1D605AD2E8BF"
1418119,"j01_d20200205_t1058338_e1059583_b11479","0103000020E61000000100000007000000C32ADEC83CB063C0D8CDB5FD65B6E9BF2A3A92CB7FDE61C0C52753BB153809C0F819170E843E5FC0C58EC6A17ECF16C0CFBD874B8E755FC0FACF9A1F7F2125C013B875374F0262C0D6FF39CC975F20C0D942908312D763C0A94C310741B716C0C32ADEC83CB063C0D8CDB5FD65B6E9BF"
1420143,"j01_d20200205_t1059596_e1101223_b11479","0103000020E610000001000000070000008FA50F5D50D763C03BBDF7DCAEB416C0CD3B4ED1910262C03B38D89B186220C048F8DEDFA0755FC085949F54FBFC24C0E8F692C668A35FC072C45A7C0A882EC057957D57042662C0BC04A73E903C2AC0D8D30E7F4D0164C043FF04172BDA24C08FA50F5D50D763C03BBDF7DCAEB416C0"
1420143,"j01_d20200205_t1059596_e1101223_b11479","0103000020E61000000100000007000000F5DBD78173D163C02EFEB627489C16C03659A31EA21F62C0978FA4A4871920C09EEFA7C64B6C60C0BC218D0A9CBC23C01EDC9DB5DB8760C01DE90C8CBC9C2DC073A25D85944362C0FDF9B660A9F229C09CF9D51C20FC63C0A33EC91D360925C0F5DBD78173D163C02EFEB627489C16C0"
1420143,"j01_d20200205_t1059596_e1101223_b11479","0103000020E61000000100000007000000F5DBD78173D163C02EFEB627489C16C03659A31EA21F62C0978FA4A4871920C09EEFA7C64B6C60C0BC218D0A9CBC23C01EDC9DB5DB8760C01DE90C8CBC9C2DC073A25D85944362C0FDF9B660A9F229C09CF9D51C20FC63C0A33EC91D360925C0F5DBD78173D163C02EFEB627489C16C0"
1420143,"j01_d20200205_t1059596_e1101223_b11479","0103000020E61000000100000007000000B30C71AC8BD163C01BAA189DE29716C0448655BC911F62C0EDD286C3D21820C0739D465A2A6C60C0B1C398F4F7BA23C086032159C08760C0D525E318C99E2DC03D44A33B884362C0DA71C3EFA6F329C02AA913D044FC63C0A96BED7DAA0A25C0B30C71AC8BD163C01BAA189DE29716C0"
1422509,"j01_d20200205_t1233527_e1235154_b11480","0103000020E61000000100000007000000742497FF905866C0D237691A14753440338AE596566964C0D255BABBCEA23240397F130A111C62C0632AFD84B38B2D404E7ADFF8DA4C62C088BCE5EAC73E2440B03DB324408F64C05B7D7555A06E2B40377172BF437166C040A20914B1402F40742497FF905866C0D237691A14753440"
1416843,"j01_d20200205_t1235167_e1236412_b11480","0103000020E61000000100000007000000A835CD3B4E946640A2B60DA320582F401288D7F50B5368405378D0ECBAB72B407BA01518B2066A40C45E28603BD0264084F068E388DB6940675F79909EB219401EA7E8482E2E68400D52F01472A5214092CB7F48BF776640A180ED60C43E2540A835CD3B4E946640A2B60DA320582F40"
1416843,"j01_d20200205_t1235167_e1236412_b11480","0103000020E61000000100000007000000764F1E166A946640F0366F9C14562F40FCDEA63FFB52684038143E5B07B72B406ADE718A8E066A40B5A4A31CCCCE26400D6C956071DB69400A0F9A5DF7B61940FAB31F29222E68407A8A1C226EA621407B14AE47E17766407C26FBE769402540764F1E166A946640F0366F9C14562F40"
1416843,"j01_d20200205_t1235167_e1236412_b11480","0103000020E61000000100000007000000CC7F48BF7D8E6640691B7FA2B2412F401A51DA1B7C706840A4AA09A2EE6B2B4027C286A757B36A4007EA94473762244004FF5BC98E876A4082D19B40C79D1540A01A2FDD244B6840ED82C135775C21405F7B664980726640F33CB83B6B672540CC7F48BF7D8E6640691B7FA2B2412F40"
1416577,"j01_d20200205_t1236424_e1238069_b11480","0103000020E61000000100000007000000B98D06F016786640D36BB3B1127B2540064CE0D6DD2D684058C85C1954A32140E99AC937DBDB69409A25016A6A291A40FBE8D495CFB469402B5E7699ABB0F83FB6847CD0B3096840B62BF4C132460E40BA313D6189586640790B7FE1F0D51640B98D06F016786640D36BB3B1127B2540"
1416577,"j01_d20200205_t1236424_e1238069_b11480","0103000020E6100000010000000700000079CC4065FC776640E0BBCD1B277D2540F71E2E39EE2D6840FCC7427408A421402BFBAE08FEDB69405C2041F1632C1A40B9196EC0E7B4694074A55478869FF83FC80C54C6BF0968405500E72043420E4036C8242367586640BFEC4383B9D2164079CC4065FC776640E0BBCD1B277D2540"
1416577,"j01_d20200205_t1236424_e1238069_b11480","0103000020E61000000100000007000000C74B378941726640499EEBFB7068254004CAA65CE14A6840581EA4A7C8592140D6390664AF876A40E608748126E515406C5B94D920616A40518E5DFD33FEE43F766C04E275266840F1D8CF6229220D409C508880435366402B453C235B271740C74B378941726640499EEBFB70682540"
1421064,"j01_d20200205_t1238082_e1239327_b11480","0103000020E61000000100000007000000302AA913D05866408EC9E2FE234B17405C3D27BD6F096840458E63DAED390E40D55B035B25B569403B31900CDE7CFA3F38DBDC989E9169409F28644227DF0AC0D13FC1C58AE567401FC5EF5CCE1BF4BF5C1B2AC6F93566407B02D5FD6BD2E93F302AA913D05866408EC9E2FE234B1740"
1421064,"j01_d20200205_t1238082_e1239327_b11480","0103000020E610000001000000070000005BEB8B84B6586640A0F99CBB5D4F1740C45A7C0A8009684068A2BE1BC13C0E402384471B47B569403C4789022289FA3FC66D3480B791694062180B9E9DE70AC0E3C798BB96E567401EBEF15AAE23F4BF3F912749D7356640D6CADF185DB9E93F5BEB8B84B6586640A0F99CBB5D4F1740"
1421064,"j01_d20200205_t1238082_e1239327_b11480","0103000020E6100000010000000700000039622D3E055366405A208B7E7E291740753C66A0322668400F45813E91170D40C9B08A3732616A4074CD89E2FA3CE73FE561A1D6343F6A4074FE37407A7410C05322895E46026840E498D134CD60F6BF96ECD808C4306640D105F52D737AEC3F39622D3E055366405A208B7E7E291740"
1421803,"j01_d20200205_t1239339_e1240567_b11480","0103000020E610000001000000070000006DA818E76F36664068AB370FCC76ED3F03CFBD874BE56740322889DB5734F4BF126BF12900926940F1530BDB05F909C09D465A2A6F726940D82B2CB81F5820C05C55F65D11C267401BA034D428C418C0E02D90A0F810664018E2A2A4D1CE0FC06DA818E76F36664068AB370FCC76ED3F"
1421803,"j01_d20200205_t1239339_e1240567_b11480","0103000020E61000000100000007000000CEAACFD556366640FAC78C012399ED3FD1CB28965BE567400BF1A375AF2EF4BF4E2844C021926940FDEEC27BB3F209C084F068E38872694074D4D171355A20C08048BF7D1DC267407EACE0B721C618C0E0D6DD3CD510664088B77306EBD40FC0CEAACFD556366640FAC78C012399ED3F"
1421803,"j01_d20200205_t1239339_e1240567_b11480","0103000020E61000000100000007000000713D0AD7A3306640ECF82F100488EC3F677E3507080268405F645D370076F6BFEDD3F198813F6A4018CC5F21732D10C06D73637AC2226A4048DE3994A19A21C0E9F17B9BFEDE67408EBE9360BB5519C0D4F19881CA0B6640B10EEC9D761D0FC0713D0AD7A3306640ECF82F100488EC3F"
1419409,"j01_d20200205_t1240579_e1242224_b11480","0103000020E61000000100000007000000581CCEFC6A116640FC64D69CCDE40EC090662C9ACEC16740D5D0066003CA18C09DD7D825AA72694020B58993FB1D20C024B4E55C8A556940A5D93C0E83312AC02F8672A25D9D6740116F9D7FBB7426C00FEECEDA6DE765403882548A1DAD21C0581CCEFC6A116640FC64D69CCDE40EC0"
1419409,"j01_d20200205_t1240579_e1242224_b11480","0103000020E6100000010000000700000014E81379920B66405182FE428F180FC099F04BFDBCDE67400FD3BEB9BF5A19C03B53E8BCC6226A401D59F965307621C09E4143FF040A6A40BB5F05F86E332BC0425BCEA5B8BA67408690F3FE3FBE26C02EAD86C43DE2654074982F2FC07E21C014E81379920B66405182FE428F180FC0"
1419409,"j01_d20200205_t1240579_e1242224_b11480","0103000020E6100000010000000700000014E81379920B66405182FE428F180FC099F04BFDBCDE67400FD3BEB9BF5A19C03B53E8BCC6226A401D59F965307621C09E4143FF040A6A40BB5F05F86E332BC0425BCEA5B8BA67408690F3FE3FBE26C02EAD86C43DE2654074982F2FC07E21C014E81379920B66405182FE428F180FC0"
1419409,"j01_d20200205_t1240579_e1242224_b11480","0103000020E6100000010000000700000023A12DE75211664051DB865110DC0EC082397AFCDEC16740A675656199C818C03F74417DCB726940CBDAA6785C1C20C076E09C11A5556940FCA5457D92332AC0DC2E34D7699D67408A213999B87526C0B77F65A549E76540F4328AE596AE21C023A12DE75211664051DB865110DC0EC0"
1442422,"j01_d20200206_t1035214_e1036460_b11493","0103000020E61000000100000007000000CB67791EDCB862C02975C93846222B40F12900C633DB60C0CEA623809B352740ADA3AA09A2365DC02DE92807B3712040A06CCA15DE895DC0A24621C9AC5E0B40FEB7921D1B0061C05915E126A34A1A40456458C51BD662C018213CDA384A2140CB67791EDCB862C02975C93846222B40"
1442422,"j01_d20200206_t1035214_e1036460_b11493","0103000020E61000000100000007000000D2E3F736FDB262C0CBA145B6F3352B4074EACA6779F860C0FD12F1D6F97F274085EB51B81E8F5EC0AD4CF8A57EBE2240C763062AE3E15EC0FBAF73D3668C1140F0164850FC1C61C04A18BC9E9EDD1A40342E1C08C9D062C098DD938785222140D2E3F736FDB262C0CBA145B6F3352B40"
1442422,"j01_d20200206_t1035214_e1036460_b11493","0103000020E61000000100000007000000E2067C7E18B362C0AB09A2EE03382B4071AC8BDB68F860C0DD442DCDAD802740CDE9B298D88E5EC036583849F3BF2240158DB5BFB3E15EC01FBB0B9414881140DE8E705AF01C61C0DA71C3EFA6DB1A40A52C431CEBD062C0A3737E8AE3202140E2067C7E18B362C0AB09A2EE03382B40"
1433902,"j01_d20200206_t1036472_e1038117_b11493","0103000020E610000001000000070000007172BF4351D662C07AFCDEA63F4B2140E8D9ACFA5C0061C0790261A758451A40164D672783895DC0D7A205685BED0B40B1C403CAA6D25DC090060143A064F5BF33FE7DC6852461C0454F255EF987F83FAF25E4839EF662C07F33315D88E50D407172BF4351D662C07AFCDEA63F4B2140"
1433902,"j01_d20200206_t1036472_e1038117_b11493","0103000020E61000000100000007000000B16D516683D062C022AB5B3D275D214045BB0A293F1D61C0486DE2E47ED71A40D39FFD4811E15EC086D7E4DF1DFF11407636E49F192C5FC041E4809F6930E0BF107A36AB3E4161C01F0945042DCEFA3FECFA05BB61F162C0D4C3865DCA3F0D40B16D516683D062C022AB5B3D275D2140"
1433902,"j01_d20200206_t1036472_e1038117_b11493","0103000020E6100000010000000700000044A33B889DD062C015376E313F5F2140DC9DB5DB2E1D61C09529E620E8D81A40CDCCCCCCCCE05EC0ADFC321823021240350708E6E82B5FC0F8BDF2C58352E0BF87A757CA324161C0F6A402DD4DC6FA3F81CF0F2384F162C0A0E238F06A390D4044A33B889DD062C015376E313F5F2140"
1441938,"j01_d20200206_t1038130_e1039375_b11493","0103000020E61000000100000007000000D55B035B25F162C010296101A7320E40734BAB21714161C05FAD7F7CAEBBFA3F977329AE2A2B5FC0B335AEC1F3F9D8BFBD35B055826F5FC0DA0242EBE1AB15C091442FA3586561C04CBCA882F6EF0AC03C889D29741563C0960E31B9ACDDF3BFD55B035B25F162C010296101A7320E40"
1441938,"j01_d20200206_t1038130_e1039375_b11493","0103000020E610000001000000070000001288D7F50BF162C0CFFAEF1C252A0E4053B3075A814161C03E33D29C06B6FA3FD4BB783F6E2B5FC014B14645B52BD9BF327216F6B46F5FC0B3ABDA7FAEA715C0A3CC0699646561C02D1098E205EC0AC07172BF43511563C00AC6771849D1F3BF1288D7F50BF162C0CFFAEF1C252A0E40"
1441938,"j01_d20200206_t1038130_e1039375_b11493","0103000020E6100000010000000700000022E010AAD4F662C0F4177AC4E8E90D400BB5A679C72461C0C16ED8B62873F83F8CDB68006FD25DC01B738D85D744F4BFA795422097125EC090F63FC05A7518C0E1455F419A4861C0C9DD3186830E0CC0B8921D1B811A63C0F4CB16FF2D77F2BF22E010AAD4F662C0F4177AC4E8E90D40"
1436204,"j01_d20200206_t1039387_e1041014_b11493","0103000020E61000000100000007000000207BBDFBE31463C04B7A731310EEF1BFF1113125926561C04CE0D6DD3CF50AC0423EE8D9AC6E5FC09D2ADF33123115C017D9CEF753AB5FC0603B18B14F7824C017F19D98F58861C02AAA7EA5F39920C010AFEB17EC3B63C0B443577D091018C0207BBDFBE31463C04B7A731310EEF1BF"
1436204,"j01_d20200206_t1039387_e1041014_b11493","0103000020E61000000100000007000000FF78AF5A991A63C04B6716574B70F2BF92054CE0D64861C0E5620CACE3180CC08BFD65F7E4115EC0015130630A2E18C0AB5B3D27BD475EC0C619C39CA09D25C0392861A6ED6B61C074435376FAE120C03D49BA66F24063C0187D0569C6B217C0FF78AF5A991A63C04B6716574B70F2BF"
1436204,"j01_d20200206_t1039387_e1041014_b11493","0103000020E61000000100000007000000B6BE4868CB1463C02995F0845EFFF1BFD1798D5DA26561C01561794611F80AC0A94D9CDCEF6E5FC0CBA0DAE0443415C04FAF946588AB5FC09A97C3EE3B7624C03BE466B8018961C076C58CF0F69820C0FFEC478AC83B63C04A7F2F85070D18C0B6BE4868CB1463C02995F0845EFFF1BF"
1436204,"j01_d20200206_t1039387_e1041014_b11493","0103000020E61000000100000007000000207BBDFBE31463C04B7A731310EEF1BFF1113125926561C04CE0D6DD3CF50AC0423EE8D9AC6E5FC09D2ADF33123115C017D9CEF753AB5FC0603B18B14F7824C017F19D98F58861C02AAA7EA5F39920C010AFEB17EC3B63C0B443577D091018C0207BBDFBE31463C04B7A731310EEF1BF"
